subscription_id,user_id,platform,plan,price,start_date
S15740,U17734,Hotstar,Premium,499,2024-06-30
S15741,U21359,Netflix,Basic,199,2024-03-02
S15742,U10330,Prime,Premium,299,2024-06-23
S15743,U20053,Netflix,Basic,199,2023-02-13
S15744,U5885,Prime,Basic,499,2024-09-04
S15745,U46132,Netflix,Premium,299,2024-07-22
S15746,U37471,Prime,Basic,499,2023-02-21
S15747,U8364,Prime,Basic,299,2024-05-25
S15748,U4437,Hotstar,Premium,299,2024-03-22
S15749,U9845,Prime,Basic,299,2024-01-23
S15750,U28061,Hotstar,Basic,299,2024-06-04
S15751,U8448,SonyLIV,Premium,199,2024-11-14
S15752,U25307,SonyLIV,Premium,199,2024-03-24
S15753,U23730,Prime,Premium,499,2024-03-31
S15754,U5135,Prime,Premium,499,2023-04-27
S15755,U14822,SonyLIV,Basic,199,2023-10-10
S15756,U8831,Netflix,Basic,199,2024-09-07
S15757,U42028,Netflix,Premium,299,2024-05-06
S15758,U14874,SonyLIV,Basic,199,2023-04-10
S15759,U35061,SonyLIV,Basic,199,2023-04-26
S15760,U42513,Hotstar,Premium,199,2024-12-11
S15761,U1470,Hotstar,Premium,199,2023-05-31
S15762,U47782,Prime,Premium,199,2024-09-23
S15763,U24100,Netflix,Premium,299,2023-08-13
S15764,U12306,Prime,Premium,199,2023-12-01
S15765,U7611,SonyLIV,Premium,199,2023-02-01
S15766,U16909,Netflix,Premium,299,2024-08-02
S15767,U27832,Netflix,Basic,499,2024-12-19
S15768,U1983,Hotstar,Basic,199,2024-07-21
S15769,U4476,SonyLIV,Basic,299,2024-01-29
S15770,U11214,SonyLIV,Premium,299,2024-04-11
S15771,U11919,SonyLIV,Premium,299,2023-05-27
S15772,U31166,SonyLIV,Basic,199,2023-02-05
S15773,U15283,Prime,Basic,299,2024-09-27
S15774,U28615,SonyLIV,Basic,499,2024-11-17
S15775,U30287,Prime,Premium,299,2024-02-16
S15776,U12368,SonyLIV,Premium,299,2023-05-06
S15777,U31018,SonyLIV,Basic,299,2023-03-04
S15778,U21001,Hotstar,Basic,299,2023-09-02
S15779,U38562,Hotstar,Basic,299,2024-11-10
S15780,U9547,Prime,Premium,499,2023-04-01
S15781,U33856,Netflix,Basic,499,2023-10-01
S15782,U49663,SonyLIV,Basic,199,2024-10-21
S15783,U25338,SonyLIV,Premium,299,2023-09-29
S15784,U41167,Hotstar,Basic,299,2024-08-29
S15785,U25660,Netflix,Basic,499,2024-04-25
S15786,U2336,Prime,Premium,499,2023-01-09
S15787,U33340,Hotstar,Basic,199,2024-06-14
S15788,U1781,SonyLIV,Premium,299,2023-03-13
S15789,U14677,SonyLIV,Premium,199,2024-08-01
S15790,U36702,Hotstar,Basic,199,2024-05-12
S15791,U48810,Netflix,Premium,499,2023-02-01
S15792,U32785,Hotstar,Basic,299,2024-10-07
S15793,U48267,Hotstar,Basic,299,2023-09-06
S15794,U43844,Prime,Basic,299,2024-08-16
S15795,U11713,SonyLIV,Premium,199,2023-02-02
S15796,U12019,Prime,Premium,499,2024-08-13
S15797,U9525,SonyLIV,Basic,499,2024-04-20
S15798,U21103,Netflix,Premium,199,2024-12-05
S15799,U14763,SonyLIV,Basic,499,2024-04-24
S15800,U23311,Netflix,Basic,499,2023-04-11
S15801,U48528,SonyLIV,Premium,299,2024-06-12
S15802,U18647,Hotstar,Basic,199,2023-10-28
S15803,U29185,SonyLIV,Basic,499,2023-07-07
S15804,U17249,Netflix,Basic,199,2024-01-31
S15805,U49833,SonyLIV,Basic,299,2024-08-23
S15806,U29742,SonyLIV,Basic,199,2024-06-04
S15807,U41116,Netflix,Basic,299,2023-12-01
S15808,U13351,SonyLIV,Premium,199,2024-04-26
S15809,U45460,Prime,Basic,299,2024-08-08
S15810,U28940,Netflix,Basic,499,2024-06-22
S15811,U18408,Hotstar,Premium,199,2024-03-05
S15812,U3434,SonyLIV,Basic,499,2023-11-23
S15813,U33684,Prime,Basic,299,2024-11-24
S15814,U901,Prime,Premium,299,2023-12-13
S15815,U39772,Netflix,Premium,499,2024-09-25
S15816,U26915,SonyLIV,Basic,299,2023-09-24
S15817,U31745,SonyLIV,Basic,499,2024-11-25
S15818,U9246,Prime,Basic,299,2023-02-02
S15819,U22191,Prime,Premium,199,2023-12-10
S15820,U40842,Netflix,Premium,299,2023-11-16
S15821,U6562,Netflix,Basic,299,2023-05-28
S15822,U15311,Hotstar,Premium,199,2024-10-24
S15823,U4778,SonyLIV,Premium,299,2024-02-03
S15824,U38680,Hotstar,Basic,299,2024-10-04
S15825,U24157,SonyLIV,Basic,299,2023-05-14
S15826,U16967,SonyLIV,Basic,199,2024-12-15
S15827,U49556,SonyLIV,Premium,499,2024-08-23
S15828,U32630,Netflix,Premium,299,2023-08-07
S15829,U33357,Prime,Premium,499,2023-04-29
S15830,U30576,Prime,Premium,199,2024-08-17
S15831,U40144,Netflix,Premium,299,2024-02-05
S15832,U29376,SonyLIV,Premium,299,2023-11-13
S15833,U37488,Hotstar,Basic,299,2023-10-27
S15834,U2163,Netflix,Premium,299,2024-01-24
S15835,U2426,Hotstar,Premium,299,2023-01-15
S15836,U37266,Hotstar,Basic,199,2024-05-19
S15837,U23558,Hotstar,Premium,499,2024-07-25
S15838,U6216,Prime,Basic,299,2023-07-25
S15839,U8341,Prime,Basic,199,2024-08-24
S15840,U44010,SonyLIV,Basic,299,2023-06-18
S15841,U16599,Hotstar,Premium,199,2024-09-14
S15842,U9370,Prime,Premium,199,2023-07-15
S15843,U38131,SonyLIV,Premium,199,2023-01-22
S15844,U2358,Netflix,Basic,499,2023-09-04
S15845,U41677,Hotstar,Basic,299,2023-10-12
S15846,U34376,Hotstar,Basic,199,2024-10-09
S15847,U12539,SonyLIV,Premium,199,2024-12-12
S15848,U23818,SonyLIV,Basic,499,2024-09-12
S15849,U40991,Netflix,Premium,199,2024-07-02
S15850,U34766,SonyLIV,Premium,299,2024-05-01
S15851,U21063,Prime,Premium,499,2023-11-28
S15852,U32071,Netflix,Premium,199,2024-09-21
S15853,U32430,Prime,Basic,299,2023-06-18
S15854,U45385,Prime,Premium,499,2024-01-23
S15855,U36671,Hotstar,Premium,299,2023-07-26
S15856,U6894,Netflix,Premium,299,2023-06-12
S15857,U30780,Prime,Premium,499,2023-06-29
S15858,U29230,Netflix,Premium,499,2024-04-14
S15859,U35160,Hotstar,Premium,299,2024-08-29
S15860,U6197,Hotstar,Basic,299,2024-01-21
S15861,U29347,Hotstar,Basic,199,2024-05-06
S15862,U5118,Prime,Premium,199,2024-06-25
S15863,U10469,Hotstar,Basic,299,2024-08-12
S15864,U704,SonyLIV,Basic,299,2023-09-28
S15865,U46936,Hotstar,Premium,299,2024-01-28
S15866,U16765,Netflix,Basic,499,2024-01-21
S15867,U2099,SonyLIV,Premium,199,2024-08-20
S15868,U48493,Prime,Basic,299,2024-04-24
S15869,U7465,Hotstar,Basic,499,2023-09-06
S15870,U12120,Hotstar,Premium,199,2023-02-13
S15871,U39090,Netflix,Basic,299,2024-03-21
S15872,U43664,Netflix,Basic,199,2023-08-05
S15873,U12370,SonyLIV,Basic,299,2023-11-25
S15874,U1797,Prime,Premium,299,2024-01-16
S15875,U31663,Prime,Basic,199,2023-07-04
S15876,U40472,Prime,Premium,199,2023-03-03
S15877,U15200,Prime,Premium,199,2023-07-27
S15878,U44049,Prime,Basic,299,2024-11-26
S15879,U41555,Hotstar,Basic,499,2024-06-06
S15880,U26051,Hotstar,Premium,299,2023-06-16
S15881,U1975,Hotstar,Premium,499,2024-05-08
S15882,U31477,SonyLIV,Basic,299,2023-02-21
S15883,U49507,Hotstar,Basic,199,2024-07-18
S15884,U36929,SonyLIV,Basic,299,2023-10-20
S15885,U29305,Hotstar,Basic,299,2024-12-08
S15886,U4096,Prime,Basic,199,2023-08-31
S15887,U15561,SonyLIV,Basic,299,2024-10-15
S15888,U17431,Prime,Premium,499,2023-09-23
S15889,U33450,Prime,Basic,199,2023-06-07
S15890,U33125,Prime,Premium,299,2023-01-18
S15891,U38831,Prime,Premium,199,2024-01-30
S15892,U20184,Hotstar,Premium,199,2023-01-03
S15893,U38313,Hotstar,Basic,299,2023-04-08
S15894,U48838,Hotstar,Basic,499,2023-11-04
S15895,U48852,Prime,Basic,299,2023-11-02
S15896,U28083,Hotstar,Premium,199,2023-08-03
S15897,U44811,Prime,Premium,499,2024-01-18
S15898,U40946,SonyLIV,Basic,499,2024-03-24
S15899,U33256,Prime,Premium,199,2024-02-14
S15900,U18532,SonyLIV,Premium,299,2023-11-30
S15901,U37781,Netflix,Basic,199,2024-04-07
S15902,U39714,Prime,Premium,499,2024-06-26
S15903,U38238,SonyLIV,Basic,199,2024-08-04
S15904,U11391,Netflix,Basic,299,2023-06-06
S15905,U5523,SonyLIV,Premium,499,2025-01-01
S15906,U29562,Hotstar,Basic,299,2024-02-03
S15907,U16699,Netflix,Basic,499,2023-01-29
S15908,U1839,SonyLIV,Premium,199,2024-09-27
S15909,U20101,Netflix,Premium,199,2024-01-23
S15910,U2573,Netflix,Basic,499,2024-02-16
S15911,U21911,Prime,Premium,199,2023-01-14
S15912,U45054,Hotstar,Premium,299,2024-05-05
S15913,U37530,Prime,Premium,499,2023-12-17
S15914,U19669,Hotstar,Premium,499,2024-05-17
S15915,U24684,Netflix,Premium,499,2024-03-27
S15916,U13493,SonyLIV,Premium,499,2024-04-15
S15917,U2006,Prime,Premium,499,2024-08-20
S15918,U44606,SonyLIV,Basic,299,2024-08-29
S15919,U43513,Hotstar,Premium,499,2023-04-30
S15920,U16067,Hotstar,Premium,499,2024-06-27
S15921,U34563,Netflix,Premium,199,2023-10-27
S15922,U41955,Netflix,Basic,299,2023-03-18
S15923,U49859,Prime,Basic,299,2024-09-15
S15924,U28557,Netflix,Basic,299,2023-06-24
S15925,U36032,Netflix,Basic,499,2023-01-31
S15926,U30308,Netflix,Premium,499,2023-12-29
S15927,U20363,Prime,Basic,299,2024-03-02
S15928,U386,Netflix,Basic,299,2023-04-23
S15929,U23149,Hotstar,Basic,299,2023-01-29
S15930,U21000,Prime,Basic,199,2023-12-13
S15931,U25501,Prime,Basic,499,2024-01-20
S15932,U34370,Prime,Premium,499,2024-11-24
S15933,U13926,Hotstar,Basic,499,2024-08-30
S15934,U4443,Netflix,Premium,199,2024-11-08
S15935,U11286,SonyLIV,Basic,499,2023-07-11
S15936,U5205,SonyLIV,Basic,499,2024-11-18
S15937,U19249,Netflix,Basic,299,2024-03-15
S15938,U28453,SonyLIV,Premium,199,2023-08-19
S15939,U36196,Netflix,Premium,199,2023-11-15
S15940,U40834,Hotstar,Premium,299,2024-06-17
S15941,U12912,Prime,Basic,499,2023-10-07
S15942,U42822,Netflix,Premium,199,2023-11-05
S15943,U13264,SonyLIV,Premium,499,2024-10-30
S15944,U12992,SonyLIV,Basic,199,2023-10-27
S15945,U16179,Netflix,Basic,499,2024-11-29
S15946,U25046,Hotstar,Basic,499,2023-05-03
S15947,U20400,Hotstar,Premium,199,2024-07-15
S15948,U17728,SonyLIV,Basic,499,2024-08-16
S15949,U39473,Hotstar,Premium,199,2024-02-22
S15950,U28463,Netflix,Premium,499,2023-09-17
S15951,U32264,Netflix,Premium,499,2024-05-01
S15952,U17780,SonyLIV,Premium,199,2023-12-08
S15953,U19789,Prime,Basic,299,2023-09-03
S15954,U10040,SonyLIV,Basic,299,2023-12-20
S15955,U31073,Prime,Basic,499,2023-03-20
S15956,U44053,Prime,Premium,299,2024-12-28
S15957,U43547,Hotstar,Basic,199,2024-03-21
S15958,U2033,Netflix,Basic,199,2023-10-22
S15959,U37169,SonyLIV,Premium,299,2023-11-07
S15960,U896,SonyLIV,Premium,199,2024-09-25
S15961,U45120,Prime,Basic,499,2024-04-24
S15962,U40766,Netflix,Basic,299,2023-04-19
S15963,U15147,Hotstar,Basic,299,2023-12-27
S15964,U46108,Prime,Premium,299,2024-11-03
S15965,U4202,Netflix,Premium,199,2024-03-24
S15966,U38086,SonyLIV,Premium,499,2023-05-24
S15967,U21363,SonyLIV,Basic,199,2024-07-02
S15968,U23252,Hotstar,Premium,199,2023-12-13
S15969,U27867,Hotstar,Basic,299,2023-11-25
S15970,U32873,Hotstar,Basic,199,2024-02-07
S15971,U24031,Hotstar,Premium,199,2024-02-09
S15972,U48892,SonyLIV,Premium,199,2024-02-10
S15973,U31786,Netflix,Basic,199,2023-08-10
S15974,U36647,Prime,Basic,299,2023-12-15
S15975,U30732,Netflix,Basic,199,2024-01-04
S15976,U11838,SonyLIV,Premium,299,2024-12-06
S15977,U21331,SonyLIV,Basic,299,2024-03-05
S15978,U16087,Prime,Basic,199,2024-10-29
S15979,U7014,SonyLIV,Basic,299,2023-11-20
S15980,U12884,Hotstar,Premium,199,2024-05-02
S15981,U42038,Netflix,Basic,299,2023-04-15
S15982,U27864,SonyLIV,Premium,499,2023-10-13
S15983,U48405,SonyLIV,Premium,299,2023-05-30
S15984,U3183,SonyLIV,Basic,199,2024-01-04
S15985,U17481,SonyLIV,Premium,499,2024-03-12
S15986,U28013,Prime,Premium,199,2024-09-24
S15987,U35826,Netflix,Basic,499,2024-06-30
S15988,U10443,Prime,Premium,199,2024-10-16
S15989,U3594,SonyLIV,Basic,499,2024-06-10
S15990,U41058,SonyLIV,Premium,499,2024-03-14
S15991,U22367,Prime,Basic,199,2024-01-07
S15992,U9840,Prime,Basic,199,2024-05-15
S15993,U10553,Netflix,Premium,499,2024-04-01
S15994,U11127,Hotstar,Premium,199,2024-12-24
S15995,U16785,Netflix,Premium,199,2024-03-09
S15996,U2313,Hotstar,Premium,499,2024-05-13
S15997,U9167,Hotstar,Basic,499,2024-04-09
S15998,U32514,Hotstar,Premium,299,2023-07-21
S15999,U25448,SonyLIV,Premium,499,2024-12-17
S16000,U22060,Prime,Premium,499,2024-02-24
S16001,U47212,Prime,Basic,299,2024-10-25
S16002,U4033,Hotstar,Premium,199,2024-08-26
S16003,U17983,Hotstar,Premium,499,2023-08-13
S16004,U48402,Hotstar,Basic,199,2024-02-01
S16005,U1199,Netflix,Premium,299,2024-04-09
S16006,U19689,Prime,Basic,299,2024-02-27
S16007,U28497,Netflix,Basic,499,2023-03-21
S16008,U34535,Netflix,Basic,199,2023-10-22
S16009,U48769,Hotstar,Basic,299,2024-02-17
S16010,U24808,Hotstar,Premium,299,2023-04-27
S16011,U34405,Netflix,Basic,299,2023-05-05
S16012,U37953,SonyLIV,Premium,299,2023-04-14
S16013,U47390,Prime,Basic,199,2024-05-25
S16014,U32441,SonyLIV,Premium,499,2023-07-02
S16015,U18857,Prime,Basic,299,2023-06-14
S16016,U28852,Hotstar,Basic,299,2024-03-21
S16017,U27,Prime,Basic,299,2023-01-28
S16018,U13275,Netflix,Basic,199,2024-04-12
S16019,U9843,Prime,Premium,299,2024-08-14
S16020,U17739,Netflix,Basic,199,2024-01-03
S16021,U16540,Prime,Basic,299,2023-01-28
S16022,U30080,Hotstar,Premium,299,2024-03-28
S16023,U7569,Netflix,Premium,199,2023-03-23
S16024,U47218,Netflix,Premium,499,2024-05-06
S16025,U4982,Hotstar,Premium,299,2023-11-11
S16026,U36875,SonyLIV,Premium,299,2023-02-20
S16027,U39904,Hotstar,Basic,299,2023-11-04
S16028,U16059,Netflix,Basic,499,2024-06-12
S16029,U7462,Hotstar,Basic,499,2024-07-30
S16030,U25192,SonyLIV,Basic,199,2024-01-21
S16031,U43891,SonyLIV,Premium,299,2024-02-03
S16032,U41944,Hotstar,Premium,299,2023-09-26
S16033,U40806,Hotstar,Basic,499,2024-03-20
S16034,U22016,Hotstar,Premium,199,2024-11-03
S16035,U10515,SonyLIV,Basic,299,2024-05-07
S16036,U19760,Hotstar,Premium,199,2024-10-06
S16037,U38856,Prime,Basic,199,2023-05-25
S16038,U32179,Hotstar,Basic,499,2024-11-02
S16039,U24951,Netflix,Premium,499,2023-04-09
S16040,U22996,SonyLIV,Basic,199,2023-03-12
S16041,U48323,Prime,Basic,499,2023-10-10
S16042,U8035,SonyLIV,Premium,499,2023-02-13
S16043,U22579,SonyLIV,Basic,499,2024-02-16
S16044,U5623,Prime,Premium,299,2023-02-18
S16045,U13989,Prime,Basic,499,2023-04-18
S16046,U19731,Hotstar,Basic,299,2023-06-29
S16047,U44551,Hotstar,Basic,299,2024-07-02
S16048,U13681,Hotstar,Basic,499,2024-09-05
S16049,U41321,Netflix,Basic,299,2024-02-13
S16050,U9632,Prime,Premium,199,2023-10-05
S16051,U10089,SonyLIV,Premium,199,2024-03-02
S16052,U30285,Prime,Premium,299,2024-12-19
S16053,U528,SonyLIV,Basic,299,2024-10-17
S16054,U19252,Hotstar,Basic,299,2024-08-24
S16055,U49841,Netflix,Basic,199,2024-08-26
S16056,U45736,Netflix,Basic,299,2023-07-11
S16057,U2399,Hotstar,Basic,299,2023-08-25
S16058,U29793,Prime,Premium,199,2024-06-01
S16059,U10293,Netflix,Basic,499,2024-08-31
S16060,U21321,Netflix,Premium,199,2024-07-31
S16061,U48233,SonyLIV,Premium,199,2023-01-08
S16062,U19710,SonyLIV,Basic,199,2023-02-26
S16063,U16873,SonyLIV,Premium,499,2024-04-14
S16064,U4669,Netflix,Basic,199,2024-02-07
S16065,U35347,SonyLIV,Basic,199,2023-12-29
S16066,U48720,Hotstar,Basic,299,2024-07-05
S16067,U44234,Hotstar,Basic,199,2023-10-02
S16068,U15469,Netflix,Premium,199,2024-02-29
S16069,U17536,Hotstar,Basic,199,2024-08-01
S16070,U8831,Hotstar,Premium,499,2024-08-01
S16071,U25406,Prime,Basic,199,2023-08-13
S16072,U10885,Prime,Basic,499,2024-07-14
S16073,U160,SonyLIV,Basic,499,2024-03-06
S16074,U41687,SonyLIV,Basic,499,2024-09-08
S16075,U11582,SonyLIV,Premium,199,2023-11-16
S16076,U36294,SonyLIV,Premium,299,2023-05-13
S16077,U15901,Hotstar,Premium,499,2024-08-14
S16078,U35204,Netflix,Basic,199,2024-02-07
S16079,U9908,SonyLIV,Basic,299,2024-11-11
S16080,U22600,Hotstar,Premium,499,2024-02-27
S16081,U44796,Hotstar,Basic,199,2024-06-11
S16082,U43438,Netflix,Premium,299,2024-04-04
S16083,U13349,Hotstar,Basic,499,2024-09-08
S16084,U11988,SonyLIV,Premium,299,2023-07-16
S16085,U11801,Hotstar,Basic,299,2024-04-09
S16086,U23649,Netflix,Premium,299,2023-03-25
S16087,U30105,SonyLIV,Premium,499,2024-04-08
S16088,U24248,Prime,Basic,199,2024-07-03
S16089,U45498,Prime,Premium,199,2023-02-18
S16090,U28979,Prime,Premium,299,2024-06-25
S16091,U40641,SonyLIV,Basic,199,2024-02-07
S16092,U17606,Netflix,Premium,199,2024-03-10
S16093,U47791,Hotstar,Basic,299,2024-04-05
S16094,U43873,Prime,Premium,499,2024-10-28
S16095,U23861,Netflix,Premium,199,2024-02-14
S16096,U14645,Hotstar,Premium,499,2024-01-04
S16097,U866,SonyLIV,Basic,499,2024-04-18
S16098,U5085,Netflix,Premium,499,2024-11-17
S16099,U13534,Prime,Premium,499,2024-07-31
S16100,U33660,Hotstar,Basic,499,2024-01-12
S16101,U7996,Prime,Basic,299,2024-12-05
S16102,U23215,SonyLIV,Premium,299,2024-06-26
S16103,U19968,Hotstar,Basic,199,2023-09-25
S16104,U33601,SonyLIV,Premium,199,2024-01-12
S16105,U21131,Netflix,Premium,199,2024-05-20
S16106,U25748,Netflix,Basic,499,2023-11-26
S16107,U46474,Prime,Basic,499,2024-03-26
S16108,U29493,SonyLIV,Basic,299,2024-06-03
S16109,U14306,Hotstar,Premium,499,2023-03-07
S16110,U20944,Hotstar,Premium,499,2023-11-20
S16111,U141,Prime,Basic,499,2023-05-19
S16112,U6090,SonyLIV,Basic,299,2024-02-17
S16113,U49202,Hotstar,Premium,299,2024-07-02
S16114,U19730,Hotstar,Basic,499,2024-08-28
S16115,U26232,SonyLIV,Premium,499,2023-02-02
S16116,U13793,Prime,Premium,499,2024-07-22
S16117,U35,SonyLIV,Basic,499,2024-09-11
S16118,U12946,SonyLIV,Basic,499,2023-06-12
S16119,U25910,SonyLIV,Premium,199,2024-03-09
S16120,U15743,Hotstar,Basic,499,2023-05-13
S16121,U11229,Prime,Premium,299,2024-05-07
S16122,U21671,Netflix,Premium,499,2024-08-26
S16123,U48399,Hotstar,Premium,499,2024-09-25
S16124,U25457,Hotstar,Basic,499,2023-12-20
S16125,U1734,SonyLIV,Premium,199,2023-08-27
S16126,U36725,SonyLIV,Basic,199,2023-05-26
S16127,U45176,Prime,Basic,199,2023-07-01
S16128,U21551,Netflix,Basic,299,2024-12-28
S16129,U30021,Prime,Premium,199,2024-05-21
S16130,U44162,SonyLIV,Basic,499,2023-11-07
S16131,U31946,SonyLIV,Basic,499,2023-08-21
S16132,U40156,SonyLIV,Basic,199,2023-06-14
S16133,U47881,Hotstar,Basic,299,2024-09-05
S16134,U41725,Netflix,Premium,299,2023-11-19
S16135,U24482,Prime,Premium,199,2024-05-09
S16136,U47794,Netflix,Premium,299,2023-07-31
S16137,U37771,SonyLIV,Basic,199,2024-01-24
S16138,U8007,Prime,Basic,499,2024-04-21
S16139,U14251,Hotstar,Basic,199,2023-06-27
S16140,U19845,Hotstar,Premium,199,2024-04-27
S16141,U48742,SonyLIV,Premium,499,2023-12-23
S16142,U7838,Netflix,Premium,499,2023-03-31
S16143,U26663,SonyLIV,Premium,199,2023-05-13
S16144,U48479,Prime,Premium,199,2023-09-16
S16145,U12390,Prime,Basic,199,2024-12-22
S16146,U28921,Netflix,Premium,199,2023-04-20
S16147,U6789,Prime,Basic,299,2023-11-11
S16148,U25825,Hotstar,Premium,299,2023-09-27
S16149,U12387,Hotstar,Basic,499,2024-08-13
S16150,U22172,Prime,Basic,499,2023-05-17
S16151,U37956,Prime,Basic,499,2024-01-19
S16152,U16380,Hotstar,Premium,499,2024-09-30
S16153,U48069,Netflix,Premium,299,2023-09-17
S16154,U40998,SonyLIV,Basic,199,2024-04-03
S16155,U19671,Hotstar,Premium,299,2023-03-07
S16156,U36246,Prime,Premium,499,2023-09-07
S16157,U16550,Netflix,Basic,199,2023-04-29
S16158,U23606,Hotstar,Basic,499,2023-06-01
S16159,U28972,SonyLIV,Premium,299,2023-11-30
S16160,U13771,Netflix,Premium,199,2024-11-30
S16161,U25637,Netflix,Premium,499,2024-12-03
S16162,U1578,Netflix,Premium,299,2023-08-19
S16163,U6355,Netflix,Premium,199,2024-01-13
S16164,U28030,Hotstar,Premium,499,2024-12-14
S16165,U35814,Netflix,Basic,299,2023-06-12
S16166,U46643,SonyLIV,Basic,199,2024-02-26
S16167,U18077,Hotstar,Premium,199,2023-11-19
S16168,U1221,Prime,Premium,299,2023-10-14
S16169,U8651,Hotstar,Premium,499,2023-06-11
S16170,U4077,Netflix,Premium,199,2024-08-05
S16171,U15532,Prime,Basic,199,2024-07-16
S16172,U15765,Netflix,Basic,499,2023-01-29
S16173,U15397,SonyLIV,Premium,499,2023-02-13
S16174,U168,SonyLIV,Premium,199,2023-10-12
S16175,U7719,SonyLIV,Premium,499,2024-09-13
S16176,U12873,SonyLIV,Premium,199,2023-04-26
S16177,U33380,Netflix,Premium,299,2024-06-15
S16178,U21565,Hotstar,Premium,499,2023-12-01
S16179,U31532,Netflix,Basic,199,2023-01-13
S16180,U18745,Prime,Premium,299,2024-10-06
S16181,U32985,SonyLIV,Premium,499,2024-11-06
S16182,U11617,Netflix,Basic,299,2023-04-07
S16183,U27821,SonyLIV,Basic,499,2023-08-13
S16184,U12509,Prime,Premium,199,2024-10-27
S16185,U10812,SonyLIV,Premium,199,2024-12-25
S16186,U29084,Netflix,Premium,499,2023-05-03
S16187,U43932,SonyLIV,Premium,499,2023-12-16
S16188,U9700,Prime,Premium,199,2024-09-16
S16189,U47117,Netflix,Basic,299,2024-09-09
S16190,U32080,Prime,Basic,499,2023-07-02
S16191,U40262,Hotstar,Basic,299,2023-09-27
S16192,U13537,Netflix,Premium,499,2023-09-07
S16193,U4106,Netflix,Basic,199,2024-10-29
S16194,U18276,Hotstar,Premium,199,2024-06-17
S16195,U1388,Prime,Premium,299,2023-04-29
S16196,U23704,Hotstar,Basic,199,2023-01-27
S16197,U45211,Prime,Basic,499,2024-12-28
S16198,U17798,Hotstar,Premium,199,2024-09-28
S16199,U14394,SonyLIV,Basic,199,2023-08-14
S16200,U30407,Prime,Basic,199,2023-06-07
S16201,U45762,Hotstar,Basic,499,2023-05-01
S16202,U8905,Prime,Premium,299,2024-05-03
S16203,U2919,Hotstar,Basic,199,2024-07-13
S16204,U49216,Prime,Basic,199,2024-05-25
S16205,U41821,Netflix,Premium,299,2023-06-05
S16206,U20108,Netflix,Premium,299,2023-10-26
S16207,U23140,Hotstar,Basic,499,2023-02-11
S16208,U7881,Hotstar,Basic,199,2024-12-20
S16209,U36101,Netflix,Basic,299,2024-05-04
S16210,U16553,Prime,Basic,299,2023-07-01
S16211,U12971,Prime,Premium,199,2023-03-03
S16212,U18796,Hotstar,Basic,499,2024-09-05
S16213,U44373,Prime,Basic,499,2024-06-30
S16214,U20512,Prime,Premium,499,2024-09-17
S16215,U41015,Hotstar,Basic,499,2024-10-27
S16216,U45040,Prime,Premium,299,2024-06-25
S16217,U25752,Prime,Premium,299,2024-12-20
S16218,U34469,Prime,Basic,199,2023-07-03
S16219,U23735,Netflix,Basic,299,2023-05-21
S16220,U39456,Prime,Premium,499,2023-10-01
S16221,U31308,Hotstar,Premium,299,2023-08-16
S16222,U10609,Prime,Basic,499,2023-10-30
S16223,U33532,Prime,Basic,199,2023-04-06
S16224,U45908,Netflix,Basic,299,2024-03-18
S16225,U29641,Hotstar,Premium,499,2024-06-11
S16226,U41046,Prime,Basic,199,2023-08-16
S16227,U35259,Prime,Premium,499,2023-03-10
S16228,U45547,Netflix,Basic,299,2024-07-16
S16229,U35559,Netflix,Premium,199,2023-05-10
S16230,U8089,Netflix,Premium,199,2023-04-04
S16231,U10736,Prime,Premium,499,2023-09-01
S16232,U41088,Netflix,Premium,199,2024-12-26
S16233,U18324,Hotstar,Basic,299,2024-03-12
S16234,U30480,Netflix,Basic,299,2023-02-14
S16235,U49598,Hotstar,Premium,299,2023-06-12
S16236,U18155,SonyLIV,Premium,499,2024-03-17
S16237,U19514,SonyLIV,Basic,299,2024-09-19
S16238,U11104,SonyLIV,Premium,499,2024-07-19
S16239,U10444,Prime,Basic,299,2024-07-08
S16240,U16043,Netflix,Basic,299,2024-07-31
S16241,U6934,SonyLIV,Basic,499,2024-02-25
S16242,U862,Hotstar,Basic,499,2024-10-11
S16243,U36296,Hotstar,Premium,499,2024-08-30
S16244,U18563,Netflix,Premium,199,2024-01-24
S16245,U26895,SonyLIV,Premium,499,2024-07-27
S16246,U24620,SonyLIV,Premium,499,2023-07-31
S16247,U17179,SonyLIV,Premium,499,2023-12-06
S16248,U3358,SonyLIV,Basic,499,2023-08-28
S16249,U23305,Netflix,Premium,299,2024-06-30
S16250,U47755,Netflix,Premium,299,2023-08-26
S16251,U28686,Hotstar,Basic,499,2024-12-18
S16252,U10506,Hotstar,Basic,199,2024-07-25
S16253,U24426,Hotstar,Premium,199,2024-09-21
S16254,U20760,Netflix,Premium,499,2023-06-29
S16255,U33187,SonyLIV,Premium,299,2023-06-19
S16256,U24221,Hotstar,Basic,199,2024-11-22
S16257,U33710,SonyLIV,Basic,499,2023-11-02
S16258,U39567,SonyLIV,Premium,299,2023-09-15
S16259,U6356,Hotstar,Basic,499,2024-08-20
S16260,U31451,Netflix,Premium,299,2024-06-08
S16261,U32773,Prime,Premium,299,2024-02-15
S16262,U10179,Prime,Basic,199,2023-10-29
S16263,U4535,SonyLIV,Premium,299,2023-08-31
S16264,U27916,Netflix,Basic,199,2023-08-21
S16265,U17221,Prime,Premium,499,2024-09-24
S16266,U9465,Netflix,Premium,199,2023-09-30
